time_utc,proxy,gauge,gauge_shifted
2025-11-30 20:10:00+00:00,,,17.41486065408
2025-11-30 20:25:00+00:00,,,17.216642727936
2025-11-30 20:40:00+00:00,,,17.584761733632
2025-11-30 20:55:00+00:00,,,17.41486065408
2025-11-30 21:10:00+00:00,,,17.41486065408
2025-11-30 21:25:00+00:00,,,17.41486065408
2025-11-30 21:40:00+00:00,,,17.41486065408
2025-11-30 21:55:00+00:00,,,17.216642727936
2025-11-30 22:10:00+00:00,,,17.216642727936
2025-11-30 22:25:00+00:00,,,17.216642727936
2025-11-30 22:40:00+00:00,,,17.41486065408
2025-11-30 22:55:00+00:00,,,17.216642727936
2025-11-30 23:10:00+00:00,,,17.046741648384
2025-11-30 23:25:00+00:00,,,17.216642727936
2025-11-30 23:40:00+00:00,,,17.046741648384
2025-11-30 23:55:00+00:00,,,17.41486065408
2025-12-01 00:00:00+00:00,3.425388547373502e-17,17.41486065408,
2025-12-01 00:05:00+00:00,7.76393356676339e-17,,
2025-12-01 00:10:00+00:00,9.441137597112832e-17,,17.216642727936
2025-12-01 00:15:00+00:00,1.0822020027409511e-16,17.216642727936,
2025-12-01 00:20:00+00:00,1.2098009104929658e-16,,
2025-12-01 00:25:00+00:00,1.1023322623783428e-16,,17.216642727936
2025-12-01 00:30:00+00:00,9.833397445141412e-17,17.584761733632,
2025-12-01 00:35:00+00:00,9.630762592174915e-17,,
2025-12-01 00:40:00+00:00,8.275092308036845e-17,,16.876840568832
2025-12-01 00:45:00+00:00,8.792629226980146e-17,17.41486065408,
2025-12-01 00:50:00+00:00,1.3122796612900487e-16,16.338794,
2025-12-01 00:55:00+00:00,1.2674531274106388e-16,16.338794,17.046741648384
2025-12-01 01:00:00+00:00,8.982212517727005e-17,17.41486065408,
2025-12-01 01:05:00+00:00,8.433646492186841e-17,16.338794,
2025-12-01 01:10:00+00:00,6.732463031770135e-17,16.338794,16.876840568832
2025-12-01 01:15:00+00:00,5.71271692215033e-17,17.41486065408,
2025-12-01 01:20:00+00:00,6.097533159009748e-17,16.338794,
2025-12-01 01:25:00+00:00,7.259337512955809e-17,16.338794,16.876840568832
2025-12-01 01:30:00+00:00,7.737658416705089e-17,17.41486065408,
2025-12-01 01:35:00+00:00,6.442415356052871e-17,16.338794,
2025-12-01 01:40:00+00:00,5.590362288064637e-17,16.168893,17.046741648384
2025-12-01 01:45:00+00:00,5.390883227456524e-17,17.216642727936,
2025-12-01 01:50:00+00:00,5.4641810888031074e-17,16.168893,
2025-12-01 01:55:00+00:00,5.5374789501496916e-17,16.168893,16.70693948928
2025-12-01 02:00:00+00:00,5.610776811496275e-17,17.216642727936,
2025-12-01 02:05:00+00:00,6.233578919034444e-17,16.168893,
2025-12-01 02:10:00+00:00,5.754792102591067e-17,16.168893,16.876840568832
2025-12-01 02:15:00+00:00,5.5396739081424976e-17,17.216642727936,
2025-12-01 02:20:00+00:00,5.4958110672832826e-17,16.168893,
2025-12-01 02:25:00+00:00,4.9687399788820407e-17,16.338794,17.046741648384
2025-12-01 02:30:00+00:00,5.016365529576087e-17,17.41486065408,
2025-12-01 02:35:00+00:00,5.3815660095682705e-17,16.338794,
2025-12-01 02:40:00+00:00,5.077125076225225e-17,16.168893,16.70693948928
2025-12-01 02:45:00+00:00,5.042323496612935e-17,17.216642727936,
2025-12-01 02:50:00+00:00,5.4216623040445396e-17,16.168893,
2025-12-01 02:55:00+00:00,5.201956048891838e-17,15.998992,16.876840568832
2025-12-01 03:00:00+00:00,4.9301879770019684e-17,17.046741648384,
2025-12-01 03:05:00+00:00,5.253820717048311e-17,15.998992,
2025-12-01 03:10:00+00:00,5.2285928157258e-17,16.168893,16.70693948928
2025-12-01 03:15:00+00:00,5.2564062301650995e-17,17.216642727936,
2025-12-01 03:20:00+00:00,5.3445451746169515e-17,16.168893,
2025-12-01 03:25:00+00:00,5.432684119068804e-17,15.998992,16.70693948928
2025-12-01 03:30:00+00:00,5.520823063520656e-17,17.046741648384,
2025-12-01 03:35:00+00:00,5.657110130429905e-17,15.998992,
2025-12-01 03:40:00+00:00,5.200952077323214e-17,16.338794,16.876840568832
2025-12-01 03:45:00+00:00,5.2217781979100156e-17,17.41486065408,
2025-12-01 03:50:00+00:00,5.742955344335353e-17,16.338794,
2025-12-01 03:55:00+00:00,5.404193574238067e-17,16.168893,17.046741648384
2025-12-01 04:00:00+00:00,5.1669114297677656e-17,17.216642727936,
2025-12-01 04:05:00+00:00,5.2933608884562206e-17,16.168893,
2025-12-01 04:10:00+00:00,5.123628674857124e-17,16.168893,16.876840568832
2025-12-01 04:15:00+00:00,5.480671108281818e-17,17.216642727936,
2025-12-01 04:20:00+00:00,5.71650454846205e-17,16.168893,
2025-12-01 04:25:00+00:00,5.227804647095318e-17,15.829091,16.508721563136
2025-12-01 04:30:00+00:00,5.3777471968132587e-17,16.876840568832,
2025-12-01 04:35:00+00:00,5.39904403719016e-17,15.829091,
2025-12-01 04:40:00+00:00,5.0047576806275485e-17,15.998992,16.876840568832
2025-12-01 04:45:00+00:00,5.1533272646091036e-17,17.046741648384,
2025-12-01 04:50:00+00:00,5.096677469974758e-17,15.998992,
2025-12-01 04:55:00+00:00,5.0536890072462516e-17,15.829091,16.876840568832
2025-12-01 05:00:00+00:00,5.3006473663017593e-17,16.876840568832,
2025-12-01 05:05:00+00:00,4.9592635466398506e-17,15.829091,
2025-12-01 05:10:00+00:00,4.7956526025356355e-17,15.829091,16.508721563136
2025-12-01 05:15:00+00:00,5.298376352918196e-17,16.876840568832,
2025-12-01 05:20:00+00:00,5.3347421415504635e-17,15.829091,
2025-12-01 05:25:00+00:00,5.4807373053958264e-17,15.998992,16.508721563136
2025-12-01 05:30:00+00:00,5.594921289124377e-17,17.046741648384,
2025-12-01 05:35:00+00:00,5.121735650941433e-17,15.998992,
2025-12-01 05:40:00+00:00,5.102566782277101e-17,15.65919,16.876840568832
2025-12-01 05:45:00+00:00,5.4129877053655525e-17,16.70693948928,
2025-12-01 05:50:00+00:00,5.0763107921270834e-17,15.65919,
2025-12-01 05:55:00+00:00,5.083525925621089e-17,15.829091,16.508721563136
2025-12-01 06:00:00+00:00,5.0887144682890065e-17,16.876840568832,
2025-12-01 06:05:00+00:00,4.863701127470189e-17,15.829091,
2025-12-01 06:10:00+00:00,5.1997163202864516e-17,15.998992,16.508721563136
2025-12-01 06:15:00+00:00,5.039877036173863e-17,17.046741648384,
2025-12-01 06:20:00+00:00,4.910493545421569e-17,15.998992,
2025-12-01 06:25:00+00:00,5.34325270697176e-17,15.65919,16.508721563136
2025-12-01 06:30:00+00:00,5.0743777725100015e-17,16.70693948928,
2025-12-01 06:35:00+00:00,5.0206733262540385e-17,15.65919,
