time_utc,proxy,gauge,gauge_shifted
2025-12-01 00:00:00+00:00,1.4170794945511102e-14,37.661405967360004,
2025-12-01 00:05:00+00:00,1.4170794945511102e-14,,
2025-12-01 00:10:00+00:00,1.4170794945511102e-14,,
2025-12-01 00:15:00+00:00,1.4170794945511102e-14,37.378237501440005,
2025-12-01 00:20:00+00:00,1.4170794945511102e-14,,
2025-12-01 00:25:00+00:00,1.4170794945511102e-14,,
2025-12-01 00:30:00+00:00,1.4170794945511102e-14,37.661405967360004,
2025-12-01 00:35:00+00:00,1.4170794945511102e-14,,
2025-12-01 00:40:00+00:00,1.3016019232457734e-14,,
2025-12-01 00:45:00+00:00,1.265097580118869e-14,37.09506903552,
2025-12-01 00:50:00+00:00,1.2117717387749033e-14,,
2025-12-01 00:55:00+00:00,1.2375030955208631e-14,,
2025-12-01 01:00:00+00:00,1.205758881994901e-14,37.378237501440005,
2025-12-01 01:05:00+00:00,1.1740146684689386e-14,,
2025-12-01 01:10:00+00:00,1.1422704549429765e-14,,
2025-12-01 01:15:00+00:00,8.774241490204042e-15,36.52873210368,
2025-12-01 01:20:00+00:00,9.974039505742515e-15,,
2025-12-01 01:25:00+00:00,1.1640955732809162e-14,,
2025-12-01 01:30:00+00:00,1.007203718861698e-14,36.8119005696,
2025-12-01 01:35:00+00:00,8.057142095437932e-15,,
2025-12-01 01:40:00+00:00,1.1358926350165846e-14,,
2025-12-01 01:45:00+00:00,1.1769636770030509e-14,37.378237501440005,
2025-12-01 01:50:00+00:00,7.53299029204704e-15,,
2025-12-01 01:55:00+00:00,8.307507736588945e-15,,
2025-12-01 02:00:00+00:00,1.265921596015988e-14,37.661405967360004,
2025-12-01 02:05:00+00:00,1.3406849162907034e-14,,
2025-12-01 02:10:00+00:00,1.14027650644919e-14,,
2025-12-01 02:15:00+00:00,1.0891970577744681e-14,37.378237501440005,
2025-12-01 02:20:00+00:00,1.1147486063625412e-14,,
2025-12-01 02:25:00+00:00,1.1403001549506145e-14,,
2025-12-01 02:30:00+00:00,1.1658517035386875e-14,37.378237501440005,
2025-12-01 02:35:00+00:00,1.1914032521267608e-14,,
2025-12-01 02:40:00+00:00,1.2169548007148338e-14,,
2025-12-01 02:45:00+00:00,1.242506349302907e-14,36.52873210368,
2025-12-01 02:50:00+00:00,1.2680578978909801e-14,,
2025-12-01 02:55:00+00:00,1.2936094464790534e-14,,
2025-12-01 03:00:00+00:00,1.3191609950671264e-14,35.67922670592,
2025-12-01 03:05:00+00:00,1.3447125436551997e-14,,
2025-12-01 03:10:00+00:00,1.4517585640485478e-14,,
2025-12-01 03:15:00+00:00,1.356902608262503e-14,35.11288977408,
2025-12-01 03:20:00+00:00,1.2620466524764583e-14,,
2025-12-01 03:25:00+00:00,1.1671906966904136e-14,,
