time_utc,proxy,gauge,gauge_shifted
2025-11-30 14:10:00+00:00,,,8.91980667648
2025-11-30 14:25:00+00:00,,,8.77822244352
2025-11-30 14:40:00+00:00,,,8.77822244352
2025-11-30 14:55:00+00:00,,,8.77822244352
2025-11-30 15:10:00+00:00,,,8.77822244352
2025-11-30 15:25:00+00:00,,,8.77822244352
2025-11-30 15:40:00+00:00,,,8.77822244352
2025-11-30 15:55:00+00:00,,,8.77822244352
2025-11-30 16:10:00+00:00,,,8.693271903744
2025-11-30 16:25:00+00:00,,,8.693271903744
2025-11-30 16:40:00+00:00,,,8.608321363968
2025-11-30 16:55:00+00:00,,,8.693271903744
2025-11-30 17:10:00+00:00,,,8.77822244352
2025-11-30 17:25:00+00:00,,,8.608321363968
2025-11-30 17:40:00+00:00,,,8.693271903744
2025-11-30 17:55:00+00:00,,,8.608321363968
2025-11-30 18:10:00+00:00,,,8.693271903744
2025-11-30 18:25:00+00:00,,,8.693271903744
2025-11-30 18:40:00+00:00,,,8.608321363968
2025-11-30 18:55:00+00:00,,,8.523370824192
2025-11-30 19:10:00+00:00,,,8.693271903744
2025-11-30 19:25:00+00:00,,,8.608321363968
2025-11-30 19:40:00+00:00,,,8.523370824192
2025-11-30 19:55:00+00:00,,,8.608321363968
2025-11-30 20:10:00+00:00,,,8.523370824192
2025-11-30 20:25:00+00:00,,,8.523370824192
2025-11-30 20:40:00+00:00,,,8.523370824192
2025-11-30 20:55:00+00:00,,,8.438420284416
2025-11-30 21:10:00+00:00,,,8.438420284416
2025-11-30 21:25:00+00:00,,,8.438420284416
2025-11-30 21:40:00+00:00,,,8.523370824192
2025-11-30 21:55:00+00:00,,,8.438420284416
2025-11-30 22:10:00+00:00,,,8.438420284416
2025-11-30 22:25:00+00:00,,,8.438420284416
2025-11-30 22:40:00+00:00,,,8.35346974464
2025-11-30 22:55:00+00:00,,,8.438420284416
2025-11-30 23:10:00+00:00,,,8.35346974464
2025-11-30 23:25:00+00:00,,,8.35346974464
2025-11-30 23:40:00+00:00,,,8.35346974464
2025-11-30 23:55:00+00:00,,,8.35346974464
2025-12-01 00:00:00+00:00,5.2612735444545695e-15,,
2025-12-01 00:05:00+00:00,5.2612735444545695e-15,,
2025-12-01 00:10:00+00:00,8.42136092140188e-15,,8.35346974464
2025-12-01 00:15:00+00:00,1.290405385639474e-14,,
2025-12-01 00:20:00+00:00,1.6351160326525155e-14,,
2025-12-01 00:25:00+00:00,1.5684026912192177e-14,,8.35346974464
2025-12-01 00:30:00+00:00,1.4149528405972844e-14,,
2025-12-01 00:35:00+00:00,1.5069366576730203e-14,,
2025-12-01 00:40:00+00:00,1.705337945927623e-14,,8.268519204864
2025-12-01 00:45:00+00:00,1.5623216872377233e-14,,
2025-12-01 00:50:00+00:00,1.7184501270089278e-14,,
2025-12-01 00:55:00+00:00,1.8436107572706304e-14,,8.268519204864
2025-12-01 01:00:00+00:00,1.5263779040407088e-14,8.91980667648,
2025-12-01 01:05:00+00:00,1.4250877115236504e-14,,
2025-12-01 01:10:00+00:00,1.51417274652391e-14,,8.268519204864
2025-12-01 01:15:00+00:00,1.3887742976578053e-14,8.77822244352,
2025-12-01 01:20:00+00:00,1.3357382516124194e-14,,
2025-12-01 01:25:00+00:00,1.5464486957728148e-14,,8.268519204864
2025-12-01 01:30:00+00:00,1.7073310770421566e-14,8.77822244352,
2025-12-01 01:35:00+00:00,1.431192514096808e-14,,
2025-12-01 01:40:00+00:00,1.1140112637018076e-14,,8.268519204864
2025-12-01 01:45:00+00:00,1.183070589948163e-14,8.77822244352,
2025-12-01 01:50:00+00:00,1.36546034225146e-14,,
2025-12-01 01:55:00+00:00,1.5205082575566644e-14,,8.268519204864
2025-12-01 02:00:00+00:00,1.6431547846068222e-14,8.77822244352,
2025-12-01 02:05:00+00:00,1.5074094647097805e-14,,
2025-12-01 02:10:00+00:00,1.401494826661889e-14,,8.183568665088
2025-12-01 02:15:00+00:00,1.4398161958917273e-14,8.77822244352,
2025-12-01 02:20:00+00:00,1.6270121446915536e-14,,
2025-12-01 02:25:00+00:00,1.6611959850249716e-14,,8.268519204864
2025-12-01 02:30:00+00:00,1.487610501769577e-14,8.77822244352,
2025-12-01 02:35:00+00:00,1.4118937993671677e-14,,
2025-12-01 02:40:00+00:00,1.3868067389616045e-14,,8.268519204864
2025-12-01 02:45:00+00:00,1.360011727564463e-14,8.77822244352,
2025-12-01 02:50:00+00:00,1.543750940560822e-14,,
2025-12-01 02:55:00+00:00,1.598682257899907e-14,,8.183568665088
2025-12-01 03:00:00+00:00,1.4919451164859653e-14,8.693271903744,
2025-12-01 03:05:00+00:00,1.6817299961058605e-14,,
2025-12-01 03:10:00+00:00,1.646218306690895e-14,,8.183568665088
2025-12-01 03:15:00+00:00,1.4357047090646258e-14,8.693271903744,
2025-12-01 03:20:00+00:00,1.4594202600081062e-14,,
2025-12-01 03:25:00+00:00,1.567288646318926e-14,,8.183568665088
2025-12-01 03:30:00+00:00,1.378687751846066e-14,8.608321363968,
2025-12-01 03:35:00+00:00,1.3765363053512594e-14,,
2025-12-01 03:40:00+00:00,1.697342136200382e-14,,8.183568665088
2025-12-01 03:45:00+00:00,1.607562538131387e-14,8.693271903744,
2025-12-01 03:50:00+00:00,1.5079650607966445e-14,,
2025-12-01 03:55:00+00:00,1.6724638837842757e-14,,8.183568665088
2025-12-01 04:00:00+00:00,1.7525480373558706e-14,8.77822244352,
2025-12-01 04:05:00+00:00,1.852821781269128e-14,,
2025-12-01 04:10:00+00:00,1.9090229382767062e-14,,8.126934971904
2025-12-01 04:15:00+00:00,1.7639491291435026e-14,8.608321363968,
2025-12-01 04:20:00+00:00,1.3711496955290099e-14,,
2025-12-01 04:25:00+00:00,1.4198549016166308e-14,,8.183568665088
2025-12-01 04:30:00+00:00,1.7183499340839437e-14,8.693271903744,
2025-12-01 04:35:00+00:00,1.583923644213835e-14,,
2025-12-01 04:40:00+00:00,1.4552159139514533e-14,,8.126934971904
2025-12-01 04:45:00+00:00,1.7945817266515266e-14,8.608321363968,
2025-12-01 04:50:00+00:00,1.5832293258081296e-14,,
2025-12-01 04:55:00+00:00,1.3719619668117462e-14,,8.126934971904
2025-12-01 05:00:00+00:00,1.6812527887528673e-14,8.693271903744,
2025-12-01 05:05:00+00:00,1.6114409712933976e-14,,
2025-12-01 05:10:00+00:00,1.7287534094764962e-14,,8.126934971904
2025-12-01 05:15:00+00:00,1.6235020108116015e-14,8.693271903744,
2025-12-01 05:20:00+00:00,1.491803234303694e-14,,
2025-12-01 05:25:00+00:00,1.607854186699728e-14,,8.126934971904
2025-12-01 05:30:00+00:00,1.585325855729383e-14,8.608321363968,
2025-12-01 05:35:00+00:00,1.7866680245814796e-14,,
2025-12-01 05:40:00+00:00,1.8360498096570458e-14,,8.041984432128
2025-12-01 05:45:00+00:00,1.6657234842421422e-14,8.523370824192,
2025-12-01 05:50:00+00:00,1.658013100034788e-14,,
2025-12-01 05:55:00+00:00,1.6218797363628496e-14,,8.041984432128
2025-12-01 06:00:00+00:00,1.538969835010454e-14,8.693271903744,
2025-12-01 06:05:00+00:00,1.4490437063829538e-14,,
2025-12-01 06:10:00+00:00,1.5645237001298377e-14,,8.126934971904
2025-12-01 06:15:00+00:00,1.714809690819861e-14,8.608321363968,
2025-12-01 06:20:00+00:00,1.8801352113384482e-14,,
2025-12-01 06:25:00+00:00,1.753097311692772e-14,,8.041984432128
2025-12-01 06:30:00+00:00,1.3401671174755428e-14,8.523370824192,
2025-12-01 06:35:00+00:00,1.5161616116645484e-14,,
2025-12-01 06:40:00+00:00,1.8779598746309735e-14,,8.041984432128
2025-12-01 06:45:00+00:00,1.717830063460268e-14,8.608321363968,
2025-12-01 06:50:00+00:00,1.656606926641296e-14,,
2025-12-01 06:55:00+00:00,1.5699584817850614e-14,,8.126934971904
2025-12-01 07:00:00+00:00,1.5679778951959224e-14,8.523370824192,
2025-12-01 07:05:00+00:00,1.7081823745900166e-14,,
2025-12-01 07:10:00+00:00,1.721378735635339e-14,,8.183568665088
2025-12-01 07:15:00+00:00,1.8514622278923147e-14,8.523370824192,
2025-12-01 07:20:00+00:00,1.8078179700796762e-14,,
2025-12-01 07:25:00+00:00,1.5965006847173923e-14,,8.041984432128
2025-12-01 07:30:00+00:00,1.7730831614143783e-14,8.523370824192,
2025-12-01 07:35:00+00:00,1.798158554671955e-14,,
2025-12-01 07:40:00+00:00,1.6990486463880725e-14,,8.041984432128
2025-12-01 07:45:00+00:00,1.7855097347913245e-14,8.438420284416,
